"delv_plt","material","ship_to","qty"
4330.1,"S18_3259","Danish Wholesale Imports",38
2011.8,"S18_3259","Dragon Souveniers, Ltd.",21
4837.18,"S18_3259","Euro Shopping Channel",41
2151.82,"S18_3259","Mini Gifts Distributors Ltd.",22
2573.46,"S18_3259","Euro Shopping Channel",29
5344.5,"S18_3259","Dragon Souveniers, Ltd.",50
3070.52,"S18_3259","CAF Imports",29
3952.83,"S18_3259","Mini Creations Ltd.",49
3564.75,"S18_3259","Super Scale Inc.",35
5614.56,"S18_3259","Saveley & Henriot, Co.",48
1855.41,"S18_3259","Petit Auto",23
4598.4,"S18_3259","giftsbymail.co.uk",48
5082.42,"S18_3259","Land of Toys Inc.",42
5450.59,"S18_3259","Petit Auto",47
4174.92,"S18_3259","Mini Gifts Distributors Ltd.",36
2418.24,"S18_3259","Amica Models & Co.",22
3670.4,"S18_3259","AV Stores, Co.",40
2481.7,"S18_3259","Heintze Collectables",23
3807.68,"S18_3259","Volvo Model Replicas, Co",32
2230.41,"S18_3259","La Corne D'abondance, Co.",21
3814.64,"S18_3259","Euro Shopping Channel",41
2117.75,"S18_3259","Tokyo Collectables, Ltd",25
3340.48,"S18_3259","Euro Shopping Channel",26
2154,"S18_3259","Mini Gifts Distributors Ltd.",24
5808.48,"S18_3259","Gifts4AllAges.com",48
1777.1,"S18_3278","Cruz & Sons Co.",26
1536.57,"S18_3278","Marseille Mini Autos",21
3510,"S18_3278","Mini Gifts Distributors Ltd.",45
3097.44,"S18_3278","Collectables For Less Inc.",36
1705.41,"S18_3278","Corporate Gift Ideas Co.",21
2264.32,"S18_3278","Anna's Decorations, Ltd",32
2484.6,"S18_3278","Herkku Gifts",30
3415.68,"S18_3278","Toms Spezialitten, Ltd",36
2839.32,"S18_3278","Euro Shopping Channel",33
2730,"S18_3278","Auto Canal Petit",35
3540.53,"S18_3278","Vida Sport, Ltd",37
2999.97,"S18_3278","Danish Wholesale Imports",41
1527.8,"S18_3278","Auto Canal Petit",20
3907.8,"S18_3278","Australian Collectables, Ltd",45
2658.48,"S18_3278","Online Mini Collectables",38
3042.68,"S18_3278","Vida Sport, Ltd",43
3861.2,"S18_3278","Blauer See Auto, Co.",49
2171.07,"S18_3278","Toms Spezialitten, Ltd",27
3403.08,"S18_3278","Microscale Inc.",46
2245.8,"S18_3278","Land of Toys Inc.",38
1668.5,"S18_3278","Australian Collectors, Co.",25
2773.8,"S18_3278","Suominen Souveniers",46
2464,"S18_3278","Euro Shopping Channel",22
5491.6,"S18_3278","Mini Gifts Distributors Ltd.",40
4791.82,"S18_3320","Baane Mini Imports",46
4178.85,"S18_3320","Mini Wheels Co.",39
3128.92,"S18_3320","Corrida Auto Replicas, Ltd",38
3095.4,"S18_3320","Souveniers And Things Co.",30
3958.5,"S18_3320","Signal Collectibles Ltd.",42
4991.44,"S18_3320","Classic Legends Inc.",43
2761.96,"S18_3320","Rovelli Gifts",29
2848.23,"S18_3320","Mini Gifts Distributors Ltd.",33
2539.84,"S18_3320","Australian Collectables, Ltd",32
2444.4,"S18_3320","Canadian Gift Exchange Network",28
4555.92,"S18_3320","West Coast Collectables Co.",41
3666.96,"S18_3320","Saveley & Henriot, Co.",33
3035.88,"S18_3320","Euro Shopping Channel",36
2321.54,"S18_3320","The Sharp Gifts Warehouse",26
3474.46,"S18_3320","Amica Models & Co.",34
2501.98,"S18_3320","Auto-Moto Classics Inc.",26
3958.46,"S18_3320","Auto Assoc. & Cie.",38
3535.95,"S18_3320","Mini Gifts Distributors Ltd.",33
3011.91,"S18_3320","Blauer See Auto, Co.",33
11336.7,"S18_3320","Mini Wheels Co.",46
2656.94,"S18_3320","Australian Collectors, Co.",26
2604.25,"S18_3320","Mini Gifts Distributors Ltd.",25
3288.6,"S18_3320","Collectables For Less Inc.",45
8935.5,"S18_3320","Mini Gifts Distributors Ltd.",50
4035.96,"S18_3320","Mini Auto Werke",36
1875.09,"S18_3320","Petit Auto",21
4049.56,"S18_3482","Cruz & Sons Co.",29
2469.39,"S18_3482","Marseille Mini Autos",21
5432.7,"S18_3482","Mini Gifts Distributors Ltd.",42
4405.22,"S18_3482","Collectables For Less Inc.",37
3638,"S18_3482","Corporate Gift Ideas Co.",25
4444.92,"S18_3482","Anna's Decorations, Ltd",36
3395.48,"S18_3482","Herkku Gifts",22
3414.58,"S18_3482","Toms Spezialitten, Ltd",23
5127.04,"S18_3482","Euro Shopping Channel",32
3745.28,"S18_3482","Auto Canal Petit",28
4564.08,"S18_3482","Vida Sport, Ltd",27
6554.24,"S18_3482","Danish Wholesale Imports",49
6749.83,"S18_3482","Auto Canal Petit",41
8427.02,"S18_3482","Australian Collectables, Ltd",49
3924.6,"S18_3482","Online Mini Collectables",30
6761.6,"S18_3482","Vida Sport, Ltd",40
3786.49,"S18_3482","Blauer See Auto, Co.",23
6266.12,"S18_3482","Toms Spezialitten, Ltd",49
3491,"S18_3482","Volvo Model Replicas, Co",25
4405.22,"S18_3482","Cruz & Sons Co.",37
6548.3,"S18_3482","Australian Collectors, Co.",55
3177.91,"S18_3482","Euro Shopping Channel",23
4142.64,"S18_3482","Suominen Souveniers",24
4149.07,"S18_3482","Euro Shopping Channel",43
7397,"S18_3482","Mini Gifts Distributors Ltd.",50
6241.6,"S18_3685","Motor Mint Distributors Inc.",47
5331.88,"S18_3685","Atelier graphique",34
5124.3,"S18_3685","Reims Collectables",31
3639.44,"S18_3685","Anna's Decorations, Ltd",28
5544,"S18_3685","Heintze Collectables",36
5493.12,"S18_3685","Gift Depot Inc.",48
5785.26,"S18_3685","Herkku Gifts",39
5340.6,"S18_3685","Online Diecast Creations Co.",45
5735.8,"S18_3685","Muscle Machine Inc",35
6357.6,"S18_3685","Euro Shopping Channel",45
7343.9,"S18_3685","Collectable Mini Designs Co.",46
5959.22,"S18_3685","Osaka Souveniers Co.",37
4029.38,"S18_3685","UK Collectables, Ltd.",31
5035.14,"S18_3685","L'ordine Souveniers",33
4116.8,"S18_3685","Signal Gift Stores",31
4310.55,"S18_3685","Vida Sport, Ltd",27
6446.7,"S18_3685","Norway Gifts By Mail, Co.",39
3616.64,"S18_3685","Euro Shopping Channel",32
4232.76,"S18_3685","FunGiftIdeas.com",28
1765.66,"S18_3685","Motor Mint Distributors Inc.",26
3734.72,"S18_3685","Reims Collectables",44
4808.38,"S18_3685","Toys4GrownUps.com",46
2266.56,"S18_3685","Euro Shopping Channel",32
10468.9,"S18_3685","Danish Wholesale Imports",65
5589.14,"S18_3685","Salzburg Collectables",43
2914.11,"S18_3782","Cruz & Sons Co.",43
1740.9,"S18_3782","Marseille Mini Autos",35
2266.2,"S18_3782","Mini Gifts Distributors Ltd.",45
3155.58,"S18_3782","Gift Ideas Corp.",47
1357.86,"S18_3782","Corporate Gift Ideas Co.",21
2598.82,"S18_3782","Anna's Decorations, Ltd",38
1057.56,"S18_3782","Daedalus Designs Imports",21
3127.82,"S18_3782","Toms Spezialitten, Ltd",43
2488.14,"S18_3782","Auto Canal Petit",46
2220.72,"S18_3782","Daedalus Designs Imports",38
1357.72,"S18_3782","Vitachrome Inc.",26
1638.04,"S18_3782","Auto Canal Petit",31
2626.08,"S18_3782","Gifts4AllAges.com",48
1661.88,"S18_3782","Online Mini Collectables",33
2173.6,"S18_3782","La Corne D'abondance, Co.",38
2182.05,"S18_3782","Toys of Finland, Co.",39
2819.88,"S18_3782","Toms Spezialitten, Ltd",42
2598.64,"S18_3782","Microscale Inc.",44
2019.27,"S18_3782","Cruz & Sons Co.",29
1454.7,"S18_3782","Australian Collectors, Co.",26
1657.57,"S18_3782","Euro Shopping Channel",31
2851.84,"S18_3782","Suominen Souveniers",32
4609.64,"S18_3782","Euro Shopping Channel",28
5079.96,"S18_3782","Mini Gifts Distributors Ltd.",36
1879.92,"S18_3782","UK Collectables, Ltd.",36
4774.86,"S18_3856","Rovelli Gifts",41
2687.04,"S18_3856","Salzburg Collectables",27
3423.75,"S18_3856","Auto-Moto Classics Inc.",33
3455.76,"S18_3856","Mini Creations Ltd.",34
3622.97,"S18_3856","Toys of Finland, Co.",29
3599.58,"S18_3856","Scandinavian Gift Ideas",34
5386.56,"S18_3856","Alpha Cognac",48
4918.78,"S18_3856","Double Decker Gift Stores, Ltd",46
2538.8,"S18_3856","Enaco Distributors",22
2498.6,"S18_3856","Men 'R' US Retailers, Ltd.",20
3858.75,"S18_3856","Collectable Mini Designs Co.",45
5600.5,"S18_3856","Cambridge Collectables Co.",46
4103.46,"S18_3856","Euro Shopping Channel",34
4287.5,"S18_3856","Petit Auto",50
5795.54,"S18_3856","Royal Canadian Collectables, Ltd.",46
1863.4,"S18_3856","Bavarian Collectables Imports, Co.",22
4166.88,"S18_3856","Classic Gift Ideas, Inc",48
4080.07,"S18_3856","giftsbymail.co.uk",47
3815.48,"S18_3856","Rovelli Gifts",34
5526.45,"S18_3856","Royale Belge",45
3374.6,"S18_3856","Stylish Desk Decors, Co.",20
3024.5,"S18_3856","Oulu Toy Supplies, Inc.",50
1266.1,"S18_3856","Euro Shopping Channel",22
4811.85,"S18_3856","Reims Collectables",45
7307.42,"S18_3856","The Sharp Gifts Warehouse",58
6209.25,"S18_3856","Australian Collectables, Ltd",51
5348.5,"S18_4027","Euro Shopping Channel",38
2780.58,"S18_4027","Dragon Souveniers, Ltd.",22
3447,"S18_4027","Muscle Machine Inc",25
3791.52,"S18_4027","Mini Gifts Distributors Ltd.",24
4524.1,"S18_4027","Australian Gift Network, Co",35
3337.6,"S18_4027","Dragon Souveniers, Ltd.",28
5532.12,"S18_4027","L'ordine Souveniers",36
5096.91,"S18_4027","Mini Creations Ltd.",39
4537.08,"S18_4027","Super Scale Inc.",27
6146.8,"S18_4027","Diecast Collectables",40
8258,"S18_4027","Clover Collections, Co.",50
7238.28,"S18_4027","Blauer See Auto, Co.",42
6756,"S18_4027","Suominen Souveniers",48
3734,"S18_4027","Diecast Classics Inc.",25
4674.8,"S18_4027","Mini Gifts Distributors Ltd.",31
7140.76,"S18_4027","Land of Toys Inc.",44
3600.65,"S18_4027","AV Stores, Co.",23
4206.74,"S18_4027","Heintze Collectables",29
5379.71,"S18_4027","Vitachrome Inc.",49
5679.36,"S18_4027","Classic Legends Inc.",36
4394.84,"S18_4027","Muscle Machine Inc",34
2528.25,"S18_4027","Euro Shopping Channel",25
7031.52,"S18_4027","Tokyo Collectables, Ltd",48
5340.9,"S18_4027","Euro Shopping Channel",38
6376.58,"S18_4027","Euro Shopping Channel",37
6896.75,"S18_4027","Gift Depot Inc.",49
1903.22,"S18_4409","Online Diecast Creations Co.",22
2499.56,"S18_4409","AV Stores, Co.",28
3081.24,"S18_4409","Signal Gift Stores",36
3598.22,"S18_4409","Anna's Decorations, Ltd",34
3912.09,"S18_4409","Corporate Gift Ideas Co.",39
1584.66,"S18_4409","Rovelli Gifts",21
3942.72,"S18_4409","Mini Gifts Distributors Ltd.",36
2341.2,"S18_4409","Australian Collectables, Ltd",24
2482.11,"S18_4409","Muscle Machine Inc",29
3602.02,"S18_4409","Double Decker Gift Stores, Ltd",38
3566.94,"S18_4409","Saveley & Henriot, Co.",34
3787.98,"S18_4409","Mini Caravy",42
3704.05,"S18_4409","Amica Models & Co.",35
2834.65,"S18_4409","Handji Gifts& Co",35
3392.26,"S18_4409","UK Collectables, Ltd.",38
3358.31,"S18_4409","Euro Shopping Channel",41
7310,"S18_4409","AV Stores, Co.",50
2203.11,"S18_4409","Marseille Mini Autos",21
2696.96,"S18_4409","Toys4GrownUps.com",43
3376.64,"S18_4409","Euro Shopping Channel",32
541.14,"S18_4409","The Sharp Gifts Warehouse",6
6134.7,"S18_4409","Souveniers And Things Co.",66
3382.5,"S18_4522","Danish Wholesale Imports",41
2240.66,"S18_4522","Dragon Souveniers, Ltd.",23
3962.88,"S18_4522","Euro Shopping Channel",43
1685.28,"S18_4522","Mini Gifts Distributors Ltd.",24
1834.36,"S18_4522","Euro Shopping Channel",22
1916.98,"S18_4522","FunGiftIdeas.com",26
2611,"S18_4522","CAF Imports",35
3630.28,"S18_4522","Mini Creations Ltd.",47
5090.5,"S18_4522","Enaco Distributors",50
3949.65,"S18_4522","Saveley & Henriot, Co.",45
3491.67,"S18_4522","Petit Auto",39
2059.19,"S18_4522","giftsbymail.co.uk",23
3170.16,"S18_4522","Land of Toys Inc.",42
1790.6,"S18_4522","Quebec Home Shopping Network",20
2345.97,"S18_4522","Petit Auto",33
3580.88,"S18_4522","Royal Canadian Collectables, Ltd.",34
4946.06,"S18_4522","Amica Models & Co.",49
3525.6,"S18_4522","AV Stores, Co.",39
3602.16,"S18_4522","La Rochelle Gifts",36
4300.5,"S18_4522","Volvo Model Replicas, Co",50
4498.19,"S18_4522","Classic Legends Inc.",29
3023.1,"S18_4522","Euro Shopping Channel",30
3562.49,"S18_4522","Tokyo Collectables, Ltd",41
1640.24,"S18_4522","Euro Shopping Channel",28
4739.4,"S18_4522","Mini Gifts Distributors Ltd.",45
1207.68,"S18_4522","Gifts4AllAges.com",16
4228.2,"S18_4600","Baane Mini Imports",36
4815.45,"S18_4600","La Corne D'abondance, Co.",41
7083,"S18_4600","Corrida Auto Replicas, Ltd",50
4601.2,"S18_4600","Technics Stores Inc.",40
6467.02,"S18_4600","Dragon Souveniers, Ltd.",49
5012.55,"S18_4600","Mini Auto Werke",45
5121.59,"S18_4600","Stylish Desk Decors, Co.",47
2441.04,"S18_4600","Classic Gift Ideas, Inc",21
4262.08,"S18_4600","Saveley & Henriot, Co.",32
6658.02,"S18_4600","Diecast Collectables",47
4509.08,"S18_4600","Handji Gifts& Co",38
4716.23,"S18_4600","Mini Gifts Distributors Ltd.",41
2390.22,"S18_4600","Super Scale Inc.",21
4666.62,"S18_4600","Handji Gifts& Co",41
5383.08,"S18_4600","Souveniers And Things Co.",38
2482.25,"S18_4600","Diecast Classics Inc.",25
5288.64,"S18_4600","Scandinavian Gift Ideas",48
2184.38,"S18_4600","Marta's Replicas Co.",22
2881.76,"S18_4600","Canadian Gift Exchange Network",28
6203.06,"S18_4600","Blauer See Auto, Co.",47
6763.47,"S18_4600","Volvo Model Replicas, Co",49
5884.65,"S18_4600","Australian Collectors, Co.",45
3559.64,"S18_4600","Mini Gifts Distributors Ltd.",28
1668.37,"S18_4600","Anna's Decorations, Ltd",29
4890.6,"S18_4600","Mini Gifts Distributors Ltd.",39
5235.72,"S18_4600","Quebec Home Shopping Network",46
4325.16,"S18_4600","La Rochelle Gifts",38
1938.89,"S18_4668","Baane Mini Imports",41
2490.5,"S18_4668","Mini Gifts Distributors Ltd.",50
2314.69,"S18_4668","Corrida Auto Replicas, Ltd",43
1254.83,"S18_4668","Technics Stores Inc.",29
1282.8,"S18_4668","Dragon Souveniers, Ltd.",30
1345.75,"S18_4668","Mini Auto Werke",25
2194.22,"S18_4668","Australian Gift Network, Co",49
1972,"S18_4668","Classic Gift Ideas, Inc",40
1835.98,"S18_4668","Saveley & Henriot, Co.",41
1119.93,"S18_4668","Canadian Gift Exchange Network",21
2082.88,"S18_4668","West Coast Collectables Co.",46
1569.75,"S18_4668","Mini Gifts Distributors Ltd.",39
2694.15,"S18_4668","Super Scale Inc.",45
1257.27,"S18_4668","Tokyo Collectables, Ltd",21
2567.84,"S18_4668","Souveniers And Things Co.",44
2634.28,"S18_4668","Diecast Classics Inc.",44
1502.78,"S18_4668","Scandinavian Gift Ideas",29
1676.2,"S18_4668","Auto Assoc. & Cie.",34
2217.15,"S18_4668","Mini Gifts Distributors Ltd.",39
6832.02,"S18_4668","Vitachrome Inc.",38
1916.64,"S18_4668","Mini Wheels Co.",24
7110.8,"S18_4668","Corrida Auto Replicas, Ltd",29
5302.8,"S18_4668","Euro Shopping Channel",30
2730,"S18_4668","Anna's Decorations, Ltd",20
7827.3,"S18_4668","Mini Gifts Distributors Ltd.",39
2095.45,"S18_4668","Quebec Home Shopping Network",35
1556.62,"S18_4668","Euro Shopping Channel",26
5565.12,"S18_4721","Cruz & Sons Co.",44
3583.16,"S18_4721","Marseille Mini Autos",28
4705.18,"S18_4721","Mini Gifts Distributors Ltd.",31
4444.54,"S18_4721","Gift Ideas Corp.",29
4618.88,"S18_4721","Corporate Gift Ideas Co.",32
4910.4,"S18_4721","Anna's Decorations, Ltd",33
5565.12,"S18_4721","Daedalus Designs Imports",44
4237.76,"S18_4721","Toms Spezialitten, Ltd",32
5673.58,"S18_4721","Auto Canal Petit",41
5260.15,"S18_4721","Vida Sport, Ltd",35
6350.96,"S18_4721","Danish Wholesale Imports",44
3559.4,"S18_4721","Auto Canal Petit",26
2410.6,"S18_4721","Gifts4AllAges.com",20
5713.92,"S18_4721","Online Mini Collectables",48
4300.32,"S18_4721","Vida Sport, Ltd",34
7947.31,"S18_4721","Toys of Finland, Co.",49
5356.8,"S18_4721","Toms Spezialitten, Ltd",40
7901.1,"S18_4721","Microscale Inc.",45
6101,"S18_4721","Cruz & Sons Co.",50
6276.46,"S18_4721","Australian Collectors, Co.",38
4203.5,"S18_4721","Euro Shopping Channel",25
1629.04,"S18_4721","Suominen Souveniers",28
3289.86,"S18_4721","Euro Shopping Channel",49
6862.94,"S18_4721","Mini Gifts Distributors Ltd.",49
2574.18,"S18_4933","AV Stores, Co.",42
1327.79,"S18_4933","Signal Gift Stores",23
2356.25,"S18_4933","Anna's Decorations, Ltd",29
2013.5,"S18_4933","Heintze Collectables",25
2807.22,"S18_4933","Rovelli Gifts",39
3072.96,"S18_4933","Mini Gifts Distributors Ltd.",44
1906.5,"S18_4933","Australian Collectables, Ltd",25
3431.7,"S18_4933","Muscle Machine Inc",45
2084.75,"S18_4933","Double Decker Gift Stores, Ltd",25
2136.01,"S18_4933","Saveley & Henriot, Co.",37
2009.7,"S18_4933","Mini Caravy",30
2719.8,"S18_4933","Muscle Machine Inc",36
1575.08,"S18_4933","Euro Shopping Channel",26
1688.43,"S18_4933","Handji Gifts& Co",23
1672.1,"S18_4933","UK Collectables, Ltd.",23
1674.75,"S18_4933","Euro Shopping Channel",25
3472.98,"S18_4933","AV Stores, Co.",21
1649.18,"S18_4933","Marseille Mini Autos",26
3751,"S18_4933","Toys4GrownUps.com",44
4536,"S18_4933","Euro Shopping Channel",24
4421.34,"S18_4933","The Sharp Gifts Warehouse",66
2078.28,"S18_4933","Souveniers And Things Co.",36
3069,"S24_1046","AV Stores, Co.",36
1713.8,"S24_1046","Signal Gift Stores",22
1506.5,"S24_1046","Anna's Decorations, Ltd",25
2692.12,"S24_1046","Heintze Collectables",37
2422.08,"S24_1046","Gift Depot Inc.",32
3488.34,"S24_1046","Mini Gifts Distributors Ltd.",47
2583.34,"S24_1046","Online Diecast Creations Co.",37
1249.4,"S24_1046","Muscle Machine Inc",20
3374.71,"S24_1046","Euro Shopping Channel",41
1265.46,"S24_1046","Collectable Mini Designs Co.",21
1681.46,"S24_1046","Mini Caravy",22
3204,"S24_1046","Muscle Machine Inc",40
2398.72,"S24_1046","Euro Shopping Channel",32
2381.04,"S24_1046","Handji Gifts& Co",36
1944.54,"S24_1046","Norway Gifts By Mail, Co.",27
2273.7,"S24_1046","Euro Shopping Channel",26
2116.5,"S24_1046","FunGiftIdeas.com",30
1307.32,"S24_1046","AV Stores, Co.",23
1726.37,"S24_1046","Marseille Mini Autos",29
1267.77,"S24_1046","Toys4GrownUps.com",21
3441.82,"S24_1046","Euro Shopping Channel",34
1987.18,"S24_1046","The Sharp Gifts Warehouse",26
3880.2,"S24_1046","Souveniers And Things Co.",60
1942.15,"S24_1444","Euro Shopping Channel",35
3259.92,"S24_1444","Classic Legends Inc.",47
1213.8,"S24_1444","Muscle Machine Inc",20
1086.6,"S24_1444","Suominen Souveniers",20
1632.75,"S24_1444","Australian Gift Network, Co",25
1734,"S24_1444","Dragon Souveniers, Ltd.",25
1857.06,"S24_1444","L'ordine Souveniers",27
1863.41,"S24_1444","Iberia Gift Imports, Corp.",31
2924.68,"S24_1444","Mini Classics",44
2294.18,"S24_1444","Diecast Collectables",49
1457.82,"S24_1444","Clover Collections, Co.",26
1955.88,"S24_1444","Blauer See Auto, Co.",36
2314.4,"S24_1444","Euro Shopping Channel",44
1310.96,"S24_1444","Handji Gifts& Co",28
2913.3,"S24_1444","Mini Gifts Distributors Ltd.",45
1357.78,"S24_1444","Mini Gifts Distributors Ltd.",29
2150,"S24_1444","Land of Toys Inc.",40
2783.25,"S24_1444","Marta's Replicas Co.",45
2339.92,"S24_1444","Heintze Collectables",44
1729,"S24_1444","Vitachrome Inc.",25
5972.4,"S24_1444","La Corne D'abondance, Co.",45
2275.2,"S24_1444","Muscle Machine Inc",48
2673.44,"S24_1444","Euro Shopping Channel",44
2431.75,"S24_1444","Mini Gifts Distributors Ltd.",25
2018.72,"S24_1444","Euro Shopping Channel",22
1558.99,"S24_1444","Euro Shopping Channel",31
1104.6,"S24_1444","Euro Shopping Channel",21
2575.1,"S24_1444","La Rochelle Gifts",55
2845.75,"S24_1578","Land of Toys Inc.",25
3431.75,"S24_1578","Australian Collectors, Co.",35
3273.9,"S24_1578","Lyon Souveniers",35
4119.4,"S24_1578","Toys4GrownUps.com",43
5355.68,"S24_1578","Corporate Gift Ideas Co.",44
5747.5,"S24_1578","Technics Stores Inc.",50
5355.36,"S24_1578","Daedalus Designs Imports",48
2535.75,"S24_1578","Herkku Gifts",25
4351.23,"S24_1578","Mini Wheels Co.",39
2254,"S24_1578","Auto Canal Petit",25
2921.28,"S24_1578","Australian Collectors, Co.",32
2299,"S24_1578","Vitachrome Inc.",20
2637.18,"S24_1578","Tekni Collectables Inc.",26
4307.52,"S24_1578","Gift Depot Inc.",42
2153.76,"S24_1578","La Rochelle Gifts",21
3716.88,"S24_1578","Marta's Replicas Co.",34
5455.76,"S24_1578","Toys of Finland, Co.",47
2650.62,"S24_1578","Baane Mini Imports",21
6437.28,"S24_1578","Diecast Classics Inc.",48
2633.4,"S24_1578","Land of Toys Inc.",30
2278.53,"S24_1578","Tokyo Collectables, Ltd",27
4846,"S24_1578","Technics Stores Inc.",50
4197.1,"S24_1578","Australian Gift Network, Co",38
4597.65,"S24_1578","Scandinavian Gift Ideas",45
5287.7,"S24_1578","UK Collectables, Ltd.",46
3550.05,"S24_1578","Euro Shopping Channel",35
1721.73,"S24_1628","AV Stores, Co.",29
2993.5,"S24_1628","Atelier graphique",50
1295.06,"S24_1628","Reims Collectables",26
2671.95,"S24_1628","Anna's Decorations, Ltd",47
1226.59,"S24_1628","Heintze Collectables",23
1453.84,"S24_1628","Gift Depot Inc.",34
1830.22,"S24_1628","Herkku Gifts",34
2530.01,"S24_1628","Online Diecast Creations Co.",47
2241.45,"S24_1628","Muscle Machine Inc",45
2399.85,"S24_1628","Euro Shopping Channel",45
1557.72,"S24_1628","Collectable Mini Designs Co.",36
845.25,"S24_1628","Mini Caravy",21
1352.4,"S24_1628","L'ordine Souveniers",28
1584.8,"S24_1628","Signal Gift Stores",35
2616,"S24_1628","Handji Gifts& Co",50
1129.04,"S24_1628","Norway Gifts By Mail, Co.",22
2218.5,"S24_1628","Euro Shopping Channel",45
2028.48,"S24_1628","FunGiftIdeas.com",48
1759.2,"S24_1628","AV Stores, Co.",20
977.67,"S24_1628","Reims Collectables",27
1463,"S24_1628","Toys4GrownUps.com",38
3970.56,"S24_1628","Euro Shopping Channel",32
2576,"S24_1628","The Sharp Gifts Warehouse",64
2233.69,"S24_1628","Souveniers And Things Co.",37
2481.64,"S24_1785","Rovelli Gifts",28
4651.53,"S24_1785","Australian Collectors, Co.",39
3858.1,"S24_1785","Euro Shopping Channel",41
3501.6,"S24_1785","Toys4GrownUps.com",40
6433.7,"S24_1785","Technics Stores Inc.",49
2658.96,"S24_1785","Osaka Souveniers Co.",27
3608.76,"S24_1785","Australian Collectors, Co.",34
2214.67,"S24_1785","Royal Canadian Collectables, Ltd.",23
2747.53,"S24_1785","The Sharp Gifts Warehouse",31
3310.92,"S24_1785","Euro Shopping Channel",34
2380,"S24_1785","La Rochelle Gifts",25
2310.88,"S24_1785","Norway Gifts By Mail, Co.",22
4061.76,"S24_1785","Clover Collections, Co.",32
3493.7,"S24_1785","Mini Classics",31
2872.25,"S24_1785","giftsbymail.co.uk",25
4114.38,"S24_1785","Rovelli Gifts",47
1063.65,"S24_1785","Tokyo Collectables, Ltd",21
2008.44,"S24_1785","Gift Ideas Corp.",28
4328.6,"S24_1785","Australian Gift Network, Co",46
1376.43,"S24_1785","Euro Shopping Channel",33
5552.16,"S24_1785","Reims Collectables",43
3659.02,"S24_1785","Tekni Collectables Inc.",38
4165.61,"S24_1785","L'ordine Souveniers",47
1404,"S24_1937","Blauer See Auto, Co.",45
710.2,"S24_1937","AV Stores, Co.",20
1702.8,"S24_1937","Signal Gift Stores",45
1194.84,"S24_1937","Signal Collectibles Ltd.",36
1007.14,"S24_1937","Corporate Gift Ideas Co.",37
977.43,"S24_1937","Rovelli Gifts",31
1436.76,"S24_1937","Mini Gifts Distributors Ltd.",39
759.46,"S24_1937","Australian Collectables, Ltd",26
1189.44,"S24_1937","Euro Shopping Channel",32
683.8,"S24_1937","Corrida Auto Replicas, Ltd",20
1226.82,"S24_1937","Saveley & Henriot, Co.",42
974.82,"S24_1937","Diecast Collectables",33
577.6,"S24_1937","Amica Models & Co.",20
1106.93,"S24_1937","Handji Gifts& Co",29
694.6,"S24_1937","Auto Assoc. & Cie.",23
1152.06,"S24_1937","Mini Gifts Distributors Ltd.",39
2624,"S24_1937","Online Diecast Creations Co.",20
3685.95,"S24_1937","AV Stores, Co.",45
703.6,"S24_1937","Marseille Mini Autos",20
9720,"S24_1937","Lyon Souveniers",48
834.67,"S24_1937","Toys4GrownUps.com",23
2257.92,"S24_1937","Euro Shopping Channel",32
8344.71,"S24_1937","Anna's Decorations, Ltd",33
1801.94,"S24_1937","Handji Gifts& Co",61
1209.6,"S24_1937","Souveniers And Things Co.",45
3155.14,"S24_2000","Land of Toys Inc.",38
2848.86,"S24_2000","Australian Collectors, Co.",34
3570.29,"S24_2000","Lyon Souveniers",43
3902.41,"S24_2000","Toys4GrownUps.com",47
1474.66,"S24_2000","Baane Mini Imports",22
2186.89,"S24_2000","Technics Stores Inc.",29
1919.4,"S24_2000","Daedalus Designs Imports",28
3656,"S24_2000","Herkku Gifts",40
1847,"S24_2000","Mini Wheels Co.",25
1851,"S24_2000","Osaka Souveniers Co.",30
2633.78,"S24_2000","Australian Collectors, Co.",38
3153.6,"S24_2000","Motor Mint Distributors Inc.",36
2803.2,"S24_2000","The Sharp Gifts Warehouse",32
2311.02,"S24_2000","Gift Depot Inc.",37
2399.4,"S24_2000","La Rochelle Gifts",30
2733.12,"S24_2000","Marta's Replicas Co.",39
2096.32,"S24_2000","Clover Collections, Co.",32
2971.34,"S24_2000","Mini Classics",47
2257.58,"S24_2000","Diecast Classics Inc.",26
3493.91,"S24_2000","Land of Toys Inc.",37
4398.9,"S24_2000","Enaco Distributors",55
3595.62,"S24_2000","Suominen Souveniers",21
2443.29,"S24_2000","La Rochelle Gifts",23
3988.6,"S24_2000","Scandinavian Gift Ideas",49
5168.4,"S24_2000","Auto Canal Petit",59
2803.2,"S24_2000","L'ordine Souveniers",32
6341.21,"S24_2011","Danish Wholesale Imports",43
5189.78,"S24_2011","Dragon Souveniers, Ltd.",41
6027.75,"S24_2011","Stylish Desk Decors, Co.",45
3366,"S24_2011","Mini Gifts Distributors Ltd.",33
5456.4,"S24_2011","Euro Shopping Channel",40
3812.16,"S24_2011","Scandinavian Gift Ideas",33
6083,"S24_2011","CAF Imports",50
3170.7,"S24_2011","Mini Creations Ltd.",30
4534.6,"S24_2011","Enaco Distributors",41
4301.15,"S24_2011","Saveley & Henriot, Co.",35
6804.63,"S24_2011","Petit Auto",49
5652.94,"S24_2011","giftsbymail.co.uk",46
6960.48,"S24_2011","Land of Toys Inc.",48
